Track Name,Artist,Album,Release Date,Track ID,URL,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time Signature,like,t
MIA,Kanii,MIA,2024-05-30,435hrvKro7Lgs60sxE1Ps5,https://open.spotify.com/track/435hrvKro7Lgs60sxE1Ps5,0.442,0.871,0,-6.432,0,0.139,0.00739,1.48e-06,0.136,0.511,217.933,165547,4,0,293
Please Me,Cardi B,Please Me,2019-02-15,0PG9fbaaHFHfre2gUVo7AN,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.992,200890,4,1,294
Stardust,ZAYN,ROOM UNDER THE STAIRS,2024-05-17,4266h07udCdZ83jswW10IG,https://open.spotify.com/track/4266h07udCdZ83jswW10IG,0.633,0.656,9,-6.484,1,0.0317,0.391,2.87e-05,0.122,0.652,120.009,232380,4,0,295
Before I Knew You,Ben Platt,Honeymind,2024-05-31,3qR4a0OJETm6ptX1coBQ2g,https://open.spotify.com/track/3qR4a0OJETm6ptX1coBQ2g,0.454,0.24,11,-8.89,1,0.0299,0.884,0.0,0.111,0.352,92.658,251053,4,0,296
the boy is mine,Ariana Grande,eternal sunshine,2024-03-08,0Lmbke3KNVFXtoH2mMSHCw,https://open.spotify.com/track/0Lmbke3KNVFXtoH2mMSHCw,0.795,0.63,7,-5.854,0,0.0434,0.157,0.0,0.0732,0.447,97.998,173640,4,0,297
Houdini,Eminem,Houdini,2024-05-31,2HYFX63wP3otVIvopRS99Z,https://open.spotify.com/track/2HYFX63wP3otVIvopRS99Z,0.936,0.887,9,-2.76,0,0.0683,0.0292,1.88e-06,0.0582,0.889,127.003,227239,4,0,298
Rough Love,Norah Hendriks,Rough Love,2024-05-01,1uFZAtVtDcBxLMRTecIsFI,https://open.spotify.com/track/1uFZAtVtDcBxLMRTecIsFI,0.312,0.159,5,-10.496,1,0.0348,0.94,0.0,0.111,0.218,86.728,261938,5,0,299
First Person Shooter (feat. J. Cole),Drake,For All The Dogs,2023-10-06,7aqfrAY2p9BUSiupwk3svU,https://open.spotify.com/track/7aqfrAY2p9BUSiupwk3svU,0.475,0.655,11,-7.342,0,0.33,0.0306,0.0,0.375,0.245,163.997,247444,4,0,300
Ride,Twenty One Pilots,Blurryface,2015-05-15,2Z8WuEywRWYTKe1NybPQEW,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,214507,4,1,301
Runaway,Kanye West,My Beautiful Dark Twisted Fantasy,2010-11-22,3DK6m7It6Pw857FcQftMds,https://open.spotify.com/track/3DK6m7It6Pw857FcQftMds,0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,547733,4,1,302
BAND4BAND (feat. Lil Baby),Central Cee,BAND4BAND (feat. Lil Baby),2024-05-23,7iabz12vAuVQYyekFIWJxD,https://open.spotify.com/track/7iabz12vAuVQYyekFIWJxD,0.882,0.764,11,-5.241,1,0.204,0.359,0.0,0.119,0.886,140.113,140733,4,0,303
Summer (Feat. BE’O),Paul Blanco,Summer,2022-06-15,26Iv7VGUF1lqU10rxQXFL8,https://open.spotify.com/track/26Iv7VGUF1lqU10rxQXFL8,0.701,0.732,4,-4.773,0,0.126,0.208,0.0,0.158,0.739,158.075,199867,4,1,304
WAP (feat. Megan Thee Stallion),Cardi B,WAP (feat. Megan Thee Stallion),2020-08-07,4Oun2ylbjFKMPTiaSbbCih,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073,187541,4,0,305
Sundays,Emotional Oranges,The Juice: Vol. II,2019-11-08,2yj8xbWxfrW8azD7VDQBER,https://open.spotify.com/track/2yj8xbWxfrW8azD7VDQBER,0.737,0.558,7,-7.596,0,0.0275,0.225,0.106,0.124,0.416,97.992,189093,4,1,306
MIDDLE CHILD,J. Cole,MIDDLE CHILD,2019-01-23,2JvzF1RMd7lE3KmFlsyZD8,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,213594,4,0,307
TIED UP,Clinton Kane,TIED UP,2024-05-31,0D0sp36etAe94NBYV9N2Il,https://open.spotify.com/track/0D0sp36etAe94NBYV9N2Il,0.727,0.621,11,-5.511,1,0.24,0.281,0.0,0.133,0.605,130.25,143102,4,0,308
Ultralight Beam,Kanye West,The Life Of Pablo,2016-06-10,1eQBEelI2NCy7AUTerX0KS,https://open.spotify.com/track/1eQBEelI2NCy7AUTerX0KS,0.592,0.403,0,-8.768,0,0.414,0.62,0.0,0.54,0.391,105.169,320680,4,0,309
Honey Boy (feat. Nile Rodgers & Shenseea),Purple Disco Machine,Honey Boy (feat. Nile Rodgers & Shenseea),2024-05-03,1NpIUD4KqHaMT91kw0YV40,https://open.spotify.com/track/1NpIUD4KqHaMT91kw0YV40,0.724,0.8,5,-5.468,0,0.0541,0.0103,9.38e-05,0.0823,0.925,119.984,227283,4,0,310
Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,2010-10-05,7BqBn9nzAq8spo5e7cZ0dJ,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,220734,4,1,311
That's What I Like,Bruno Mars,24K Magic,2016-11-17,0KKkJNfGyhkQ5aFogxQAPU,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,206693,4,1,312
Ask & You Shall Receive,Rita Ora,Ask & You Shall Receive,2024-05-31,4zB5pU3cwGiC6Fcz5qtfUe,https://open.spotify.com/track/4zB5pU3cwGiC6Fcz5qtfUe,0.694,0.805,7,-4.798,1,0.0607,0.16,0.0,0.196,0.904,122.025,199627,4,1,313
Grippy,Cash Cobain,Grippy,2024-05-24,2dfnX2aizo1CGP8iHh2U8G,https://open.spotify.com/track/2dfnX2aizo1CGP8iHh2U8G,0.767,0.599,0,-7.56,0,0.363,0.053,0.0,0.215,0.513,156.103,234453,4,0,314
ball w/o you,21 Savage,i am > i was,2018-12-21,50a8bKqlwDEqeiEknrzkTO,https://open.spotify.com/track/50a8bKqlwDEqeiEknrzkTO,0.892,0.633,8,-7.471,1,0.0902,0.0467,0.000189,0.139,0.459,137.994,195047,4,0,315
aslongas (feat. Wakai & Tommy Richman),mynameisntjmack,mynameisnt,2024-05-29,11JrrH9QkN2WbUMpuNEWO9,https://open.spotify.com/track/11JrrH9QkN2WbUMpuNEWO9,0.745,0.701,5,-5.129,0,0.364,0.625,8.28e-06,0.252,0.624,166.008,178554,4,0,316
3 Nights,Dominic Fike,"Don't Forget About Me, Demos",2018-10-16,0uI7yAKUf52Cn7y3sYyjiX,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,177667,4,0,317
Super Shy,NewJeans,NewJeans 'Super Shy',2023-07-07,5sdQOyqq2IDhvmx2lHOpwd,https://open.spotify.com/track/5sdQOyqq2IDhvmx2lHOpwd,0.776,0.817,5,-6.018,0,0.0748,0.18,3.44e-05,0.146,0.515,149.921,154667,4,1,318
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),MAX,LOVE IN STEREO,2024-02-16,3W2kGv8CcwRl2MWQN5vxKL,https://open.spotify.com/track/3W2kGv8CcwRl2MWQN5vxKL,0.656,0.695,8,-5.295,0,0.103,0.0824,0.0,0.38,0.589,152.859,173336,4,1,319
Stay,Zedd,Stay,2017-02-23,6uBhi9gBXWjanegOb2Phh0,https://open.spotify.com/track/6uBhi9gBXWjanegOb2Phh0,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,210091,4,1,320
September,"Earth, Wind & Fire",September (sped up + slowed),1978-11-18,3kXoKlD84c6OmIcOLfrfEs,https://open.spotify.com/track/3kXoKlD84c6OmIcOLfrfEs,0.674,0.832,9,-7.892,1,0.0308,0.146,5.06e-06,0.138,0.981,125.996,216022,4,1,321
Creatures in Heaven,Glass Animals,Creatures In Heaven,2024-04-03,1e7EdcxkUPFZWfuY4VI3rh,https://open.spotify.com/track/1e7EdcxkUPFZWfuY4VI3rh,0.513,0.687,2,-6.63,1,0.0611,0.47,0.0,0.293,0.409,160.052,221671,4,0,322
Show Me,Bruno Mars,Unorthodox Jukebox,2012-12-07,2tCPIp83mRXvVTytTAf1W4,https://open.spotify.com/track/2tCPIp83mRXvVTytTAf1W4,0.743,0.706,5,-5.728,1,0.0535,0.0461,0.0,0.204,0.514,77.989,207560,4,1,323
If I Can't Have You,Shawn Mendes,Shawn Mendes (Deluxe),2019-06-19,2bT1PH7Cw3J9p3t7nlXCdh,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,0.691,0.823,2,-4.197,1,0.0622,0.489,0.0,0.134,0.87,123.943,191467,4,1,324
Billionaire (feat. Bruno Mars),Travie McCoy,Billionaire (feat. Bruno Mars),2010-03-09,2M9ULmQwTaTGmAdXaXpfz5,https://open.spotify.com/track/2M9ULmQwTaTGmAdXaXpfz5,0.633,0.673,6,-6.403,0,0.258,0.297,0.0,0.206,0.659,86.776,211160,4,1,325
Holy (feat. Chance The Rapper),Justin Bieber,Justice,2021-03-19,6Xgq7MvZiet0hVi3KaDSgJ,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ,0.67,0.693,6,-8.34,1,0.35,0.2,0.0,0.0909,0.388,87.017,212093,4,0,326
THRU THE NIGHT (feat. Bryson Tiller),Jack Harlow,Confetti,2019-09-20,1AgSUWSzmza5jF6ER5R68v,https://open.spotify.com/track/1AgSUWSzmza5jF6ER5R68v,0.88,0.58,5,-5.032,0,0.0438,0.016,3.83e-06,0.0936,0.754,124.003,128409,4,1,327
Single Soon,Selena Gomez,Single Soon,2023-08-25,6iF4RgIjDvDqyW13PezSj3,https://open.spotify.com/track/6iF4RgIjDvDqyW13PezSj3,0.61,0.571,2,-5.649,1,0.0782,0.00863,0.0,0.131,0.747,105.01,171655,4,0,328
Money Longer,Lil Uzi Vert,Lil Uzi Vert vs. The World,2016-05-27,0B8QzDH7YWih85V5SEMnyJ,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ,0.795,0.568,5,-7.817,0,0.142,0.0541,0.0,0.108,0.478,136.173,198944,4,0,329
Sweater Weather,The Neighbourhood,I Love You.,2013-04-19,2QjOHCTQ1Jl3zawyYOpxh6,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4,0,330
Sundress,A$AP Rocky,Sundress,2018-11-20,2aPTvyE09vUCRwVvj0I8WK,https://open.spotify.com/track/2aPTvyE09vUCRwVvj0I8WK,0.721,0.707,6,-6.364,1,0.0595,0.181,3.68e-06,0.143,0.743,125.005,158206,4,1,331
Angel Baby,Troye Sivan,Angel Baby,2021-09-09,2m6Ko3CY1qXNNja8AlugNc,https://open.spotify.com/track/2m6Ko3CY1qXNNja8AlugNc,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,220780,4,1,332
Hyperstar,CHANGMO,UNDERGROUND ROCKSTAR,2021-11-11,2eMgUo649JZjeZiGBECUtZ,https://open.spotify.com/track/2eMgUo649JZjeZiGBECUtZ,0.608,0.722,7,-4.271,1,0.0333,0.0575,0.0,0.187,0.536,136.992,198659,4,1,333
A Bar Song (Tipsy),Shaboozey,A Bar Song (Tipsy),2024-04-12,2FQrifJ1N335Ljm3TjTVVf,https://open.spotify.com/track/2FQrifJ1N335Ljm3TjTVVf,0.722,0.709,9,-4.95,1,0.0273,0.0633,0.0,0.0804,0.604,81.012,171292,4,0,334
F.N.F. (Let's Go),Hitkidd,F.N.F. (Let's Go),2022-05-03,1vrFJDrysqmsNAgyjBzx4f,https://open.spotify.com/track/1vrFJDrysqmsNAgyjBzx4f,0.864,0.476,1,-10.068,1,0.436,0.0374,0.0,0.374,0.647,157.144,137580,4,0,335
Circles,Post Malone,Hollywood's Bleeding,2019-09-06,21jGcNKet2qwijlDFuPiPb,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,0.695,0.763,0,-3.497,1,0.0396,0.189,0.00242,0.0863,0.551,120.042,215280,4,1,336
kinda smacks,Royal & the Serpent,kinda smacks,2024-02-14,4cwi0Yd3pq1GfvHj7FLMdn,https://open.spotify.com/track/4cwi0Yd3pq1GfvHj7FLMdn,0.812,0.71,11,-5.164,1,0.0421,0.107,0.00424,0.076,0.97,138.041,136602,4,0,337
Love Never Felt So Good,Michael Jackson,XSCAPE,2014-05-09,48td6xvpokdYwvbl3JIiXP,https://open.spotify.com/track/48td6xvpokdYwvbl3JIiXP,0.775,0.719,7,-6.212,0,0.0435,0.132,1.79e-06,0.0662,0.712,117.513,246027,4,1,338
Flowers,Miley Cyrus,Endless Summer Vacation,2023-08-18,7DSAEUvxU8FajXtRloy8M0,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0,0.706,0.691,0,-4.775,1,0.0633,0.0584,6.99e-05,0.0232,0.632,118.048,200600,4,0,339
Feel It - From The Original Series “Invincible”,d4vd,Feel It (From The Original Series “Invincible”),2024-03-28,3SAga35lAPYdjj3qyfEsCF,https://open.spotify.com/track/3SAga35lAPYdjj3qyfEsCF,0.565,0.593,8,-5.864,1,0.0883,0.0288,0.0,0.215,0.429,120.509,157974,4,1,340
XO Tour Llif3,Lil Uzi Vert,Luv Is Rage 2,2017-08-25,7GX5flRQZVHRAGd6B4TmDO,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,182707,4,0,341
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",2016-05-06,6JV2JOEocMgcZxYSZelKcc,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,0.666,0.83,0,-5.715,1,0.0751,0.0123,0.0,0.191,0.702,113.03,236002,4,1,342
Looking at Me,Sabrina Carpenter,Singular Act II,2019-07-19,59tskctgqUmjCWAwhzYAFm,https://open.spotify.com/track/59tskctgqUmjCWAwhzYAFm,0.681,0.798,2,-4.367,1,0.0375,0.00398,5.11e-06,0.0542,0.516,105.99,181120,4,0,343
Locked out of Heaven,Bruno Mars,Unorthodox Jukebox,2012-12-07,3w3y8KPTfNeOKPiqUTakBh,https://open.spotify.com/track/3w3y8KPTfNeOKPiqUTakBh,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,233478,4,1,344
From The Start,Laufey,From The Start,2023-05-11,1Ukxccao1BlWrPhYkcXbwZ,https://open.spotify.com/track/1Ukxccao1BlWrPhYkcXbwZ,0.664,0.405,1,-7.413,1,0.08,0.877,0.000765,0.11,0.743,81.89,169573,3,0,345
BLUE,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,2prqm9sPLj10B4Wg0wE5x9,https://open.spotify.com/track/2prqm9sPLj10B4Wg0wE5x9,0.349,0.337,7,-10.671,1,0.0407,0.29,0.172,0.139,0.0365,142.01,343120,4,0,346
Young Girls,Bruno Mars,Unorthodox Jukebox,2012-12-07,3G5iN5QBqMeXx3uZPy8tgB,https://open.spotify.com/track/3G5iN5QBqMeXx3uZPy8tgB,0.561,0.749,6,-4.951,0,0.032,0.461,1.82e-06,0.205,0.501,125.986,228720,4,1,347
Dream World,Menna,Dream World,2024-05-28,3dHM0Y07sAabyYGrPrMwys,https://open.spotify.com/track/3dHM0Y07sAabyYGrPrMwys,0.62,0.632,8,-5.674,1,0.0393,0.053,0.0,0.111,0.389,132.844,166614,4,0,348
Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',2022-08-01,0a4MMyCrzT0En247IhqZbD,https://open.spotify.com/track/0a4MMyCrzT0En247IhqZbD,0.593,0.935,4,-3.43,0,0.225,0.268,0.0,0.286,0.783,99.976,179027,4,1,349
Catch a Grenade - The Hooligans Remix,Bruno Mars,The Grenade Sessions,2011-02-08,1EOWf8bsePF6QtiDUAclrJ,https://open.spotify.com/track/1EOWf8bsePF6QtiDUAclrJ,0.803,0.825,2,-2.394,0,0.0452,0.0496,0.0,0.0681,0.96,119.982,210607,4,1,350
SAME ENERGY,The Kid LAROI,F*CK LOVE 3+: OVER YOU,2021-07-27,0oSVZClSSfn4aacXvdmkuj,https://open.spotify.com/track/0oSVZClSSfn4aacXvdmkuj,0.676,0.494,2,-7.077,1,0.261,0.135,0.0,0.0995,0.756,169.685,93176,4,0,351
Antidote,Travis Scott,Rodeo,2015-09-04,1wHZx0LgzFHyeIZkUydNXq,https://open.spotify.com/track/1wHZx0LgzFHyeIZkUydNXq,0.714,0.527,1,-5.046,1,0.0322,0.00787,0.00015,0.124,0.123,131.046,262693,4,0,352
Paris,The Chainsmokers,Memories...Do Not Open,2017-04-07,72jbDTw1piOOj770jWNeaG,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,221507,4,1,353
Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),2018-10-25,6mQLN3zRtAp6ovjusyYKrV,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV,0.67,0.743,10,-4.993,1,0.0393,0.237,0.0,0.465,0.571,125.944,218293,4,1,354
Dark Fantasy,Kanye West,My Beautiful Dark Twisted Fantasy,2010-11-22,7yNK27ZTpHew0c55VvIJgm,https://open.spotify.com/track/7yNK27ZTpHew0c55VvIJgm,0.599,0.587,5,-5.919,1,0.0423,0.274,0.0,0.167,0.373,87.998,280787,4,1,355
Outside Today,YoungBoy Never Broke Again,Until Death Call My Name (Reloaded),2018-06-29,3sA7HKGzcKTVscdiTCrWpX,https://open.spotify.com/track/3sA7HKGzcKTVscdiTCrWpX,0.851,0.666,11,-5.334,0,0.0694,0.139,0.0,0.105,0.0585,134.068,129105,4,0,356
Adore You,Harry Styles,Fine Line,2019-12-13,3jjujdWJ72nww5eGnfs2E7,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,4,1,357
Heartbreak Anniversary,Giveon,TAKE TIME,2020-03-27,3FAJ6O0NOHQV8Mc5Ri6ENp,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,198371,3,1,358
Multiply,Becky Hill,Multiply,2024-05-29,0d8qNWRwQafcOXAyw6FxiB,https://open.spotify.com/track/0d8qNWRwQafcOXAyw6FxiB,0.697,0.821,8,-5.508,1,0.0526,0.00177,0.0,0.422,0.25,128.114,148135,4,0,359
Reminds Me of Us,Violet Days,Reminds Me of Us,2024-05-30,6CsCSKTczSZPLvryoKpoLT,https://open.spotify.com/track/6CsCSKTczSZPLvryoKpoLT,0.296,0.42,0,-9.723,1,0.0277,0.641,0.0,0.115,0.283,91.942,260217,4,0,360
Breakfast Club,SVEA,Breakfast Club,2024-05-31,7xuNajhwayadNJw83UxO9x,https://open.spotify.com/track/7xuNajhwayadNJw83UxO9x,0.484,0.646,1,-6.021,1,0.41,0.00295,0.000426,0.0985,0.646,200.101,189121,4,1,361
Blueberry Faygo,Lil Mosey,Blueberry Faygo,2020-02-07,6wJYhPfqk3KGhHRG76WzOh,https://open.spotify.com/track/6wJYhPfqk3KGhHRG76WzOh,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,162547,4,0,362
Deep Green,Christian Kuria,Suspension of Disbelief,2022-11-29,2xGGpmywtvPY3h7JkcwP1E,https://open.spotify.com/track/2xGGpmywtvPY3h7JkcwP1E,0.548,0.644,2,-5.621,1,0.026,0.0883,8.54e-05,0.0834,0.466,87.798,203182,4,1,363
Big Drip,Fivio Foreign,800 BC,2020-04-24,3hbZsQXQNbPMBmgI7O0CTv,https://open.spotify.com/track/3hbZsQXQNbPMBmgI7O0CTv,0.814,0.659,0,-6.453,1,0.357,0.186,0.0,0.163,0.464,139.956,168298,4,0,364
Every Summertime,NIKI,Every Summertime,2021-08-10,68HocO7fx9z0MgDU0ZPHro,https://open.spotify.com/track/68HocO7fx9z0MgDU0ZPHro,0.628,0.676,6,-4.227,1,0.0424,0.393,6.94e-05,0.0978,0.723,78.996,215687,4,0,365
Dior,Pop Smoke,Meet The Woo,2019-07-26,79s5XnCN4TJKTVMSmOx8Ep,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,0.548,0.805,7,-5.732,1,0.351,0.212,0.000405,0.408,0.649,142.096,216387,4,0,366
N o C h i l l,PARTYNEXTDOOR,PARTYNEXTDOOR 4 (P4),2024-04-26,1zhMHgotgZXkLCXpqNRnPK,https://open.spotify.com/track/1zhMHgotgZXkLCXpqNRnPK,0.575,0.411,2,-9.022,1,0.0619,0.509,0.00321,0.0884,0.062,81.755,265374,4,0,367
Freestyle,Lil Baby,Too Hard,2017-12-01,5BbdKBZO0TH0GhfxUfyhL9,https://open.spotify.com/track/5BbdKBZO0TH0GhfxUfyhL9,0.877,0.516,2,-5.426,0,0.0706,0.215,0.0,0.143,0.255,119.996,162053,4,0,368
Eyes Closed,Imagine Dragons,Eyes Closed,2024-04-03,4o120XeV8els1S5bu7mzBX,https://open.spotify.com/track/4o120XeV8els1S5bu7mzBX,0.62,0.679,10,-7.116,0,0.108,0.0375,0.000625,0.0691,0.481,173.912,200010,4,0,369
Cooped Up / Return Of The Mack,Post Malone,Cooped Up / Return Of The Mack,2022-10-21,6Ole34qqbgkZ60IyrcVm7e,https://open.spotify.com/track/6Ole34qqbgkZ60IyrcVm7e,0.726,0.756,2,-4.735,1,0.148,0.00686,2.52e-06,0.197,0.63,95.5,127253,4,1,370
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator",CALL ME IF YOU GET LOST,2021-06-25,5B0kgjHULYJhAQkK5XsMoC,https://open.spotify.com/track/5B0kgjHULYJhAQkK5XsMoC,0.493,0.653,0,-5.666,0,0.0466,0.269,0.0,0.511,0.852,142.347,121573,4,0,371
Attention,NewJeans,NewJeans 1st EP 'New Jeans',2022-08-01,2pIUpMhHL6L9Z5lnKxJJr9,https://open.spotify.com/track/2pIUpMhHL6L9Z5lnKxJJr9,0.811,0.648,10,-3.684,0,0.0368,0.236,0.0,0.0761,0.695,104.988,180067,4,1,372
Beauty And A Beat,Justin Bieber,Believe,2012-01-01,6QFCMUUq1T2Vf5sFUXcuQ7,https://open.spotify.com/track/6QFCMUUq1T2Vf5sFUXcuQ7,0.601,0.843,0,-4.87,1,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002,227987,4,1,373
Sorry,Justin Bieber,Purpose (Deluxe),2015-11-13,09CtPGIpYB4BrO8qb1RGsF,https://open.spotify.com/track/09CtPGIpYB4BrO8qb1RGsF,0.655,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.409,99.947,200787,4,1,374
Big Ole Freak,Megan Thee Stallion,Tina Snow,2018-12-21,3YEbLhXRDPTtctnb3ddg8g,https://open.spotify.com/track/3YEbLhXRDPTtctnb3ddg8g,0.799,0.699,2,-7.694,1,0.204,0.00867,0.0,0.132,0.627,142.979,214851,4,0,375
Versace on the Floor,Bruno Mars,24K Magic,2016-11-17,0kN8xEmgMW9mh7UmDYHlJP,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,0.578,0.574,2,-6.209,1,0.0454,0.196,0.0,0.083,0.301,174.152,261240,4,1,376
Mean It,Lauv,~how i'm feeling~,2020-03-06,6mXdCcFnPKQznj4CmMRmHC,https://open.spotify.com/track/6mXdCcFnPKQznj4CmMRmHC,0.747,0.45,7,-8.543,1,0.0919,0.0407,0.0,0.17,0.329,96.001,232853,4,1,377
act ii: date @ 8 (feat. Drake) - remix,4batz,act ii: date @ 8 (feat. Drake) [remix],2024-03-08,3QS9ZCtoSCJhmaJ7QNXSAS,https://open.spotify.com/track/3QS9ZCtoSCJhmaJ7QNXSAS,0.55,0.545,0,-9.304,1,0.163,0.318,0.0,0.0608,0.412,102.469,231339,4,0,378
Fix Me,Hunter Hayes,Fix Me,2024-05-30,1u0oGM2USUz6KldpPR8GUI,https://open.spotify.com/track/1u0oGM2USUz6KldpPR8GUI,0.551,0.599,9,-7.266,0,0.0394,0.437,1.23e-05,0.195,0.421,89.923,204970,4,0,379
Paradise,Bazzi,Soul Searching,2019-08-09,0Rx0DJI556Ix5gBny6EWmn,https://open.spotify.com/track/0Rx0DJI556Ix5gBny6EWmn,0.844,0.644,11,-6.273,0,0.0479,0.0828,0.0,0.113,0.591,122.061,169038,4,0,380
Gorilla,Bruno Mars,Unorthodox Jukebox,2012-12-07,2ih2U8ttFzCjnQ5njF3SrR,https://open.spotify.com/track/2ih2U8ttFzCjnQ5njF3SrR,0.717,0.544,7,-6.598,1,0.0371,0.445,5.16e-06,0.0973,0.641,139.959,244493,4,1,381
The Craving - single version,Twenty One Pilots,The Craving,2024-05-22,0S7lkKStHgfgjgwSFOvRNA,https://open.spotify.com/track/0S7lkKStHgfgjgwSFOvRNA,0.538,0.661,7,-5.302,1,0.0321,0.398,0.0,0.243,0.419,159.617,173867,4,0,382
L’AMOUR DE MA VIE,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,6fPan2saHdFaIHuTSatORv,https://open.spotify.com/track/6fPan2saHdFaIHuTSatORv,0.467,0.392,9,-9.355,1,0.0908,0.2,0.0174,0.106,0.313,145.104,333987,4,0,383
Cookie,NewJeans,NewJeans 1st EP 'New Jeans',2022-08-01,2DwUdMJ5uxv20EhAildreg,https://open.spotify.com/track/2DwUdMJ5uxv20EhAildreg,0.847,0.638,0,-3.764,1,0.0575,0.0596,0.0,0.0894,0.661,156.935,235562,4,0,384
Levitating (feat. DaBaby),Dua Lipa,Future Nostalgia,2020-03-27,5nujrmhLynf4yMoMtj8AQF,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4,1,385
Next 2 U,Kehlani,Next 2 U,2024-05-31,3qV20sy8VPyt5R8aminfhA,https://open.spotify.com/track/3qV20sy8VPyt5R8aminfhA,0.517,0.702,7,-4.3,1,0.0625,0.405,0.0,0.103,0.321,99.477,161801,3,0,386
24K Magic,Bruno Mars,24K Magic,2016-11-17,6b8Be6ljOzmkOmFslEb23P,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,225983,4,1,387
Ready,apl.de.ap,Ready,2024-05-31,4JZocgyzKHdRF0iSOcodJn,https://open.spotify.com/track/4JZocgyzKHdRF0iSOcodJn,0.796,0.501,9,-9.773,0,0.0373,0.368,0.00289,0.109,0.425,120.05,238000,4,0,388
"yes, and?",Ariana Grande,"yes, and?",2024-01-12,7gaA3wERFkFkgivjwbSvkG,https://open.spotify.com/track/7gaA3wERFkFkgivjwbSvkG,0.787,0.775,1,-6.614,1,0.0548,0.19,6.54e-05,0.113,0.787,118.998,214994,4,1,389
